"","spp","Species","unique_id","tissue_age","date","year","location","lfm","time","water_potential"
"108","ABCO","A. concolor","ABCO_New_2_2","new",2020-08-04,2020,"CZO",206.695348,"midday",-1.845
"109","ABCO","A. concolor","ABCO_New_2_2","new",2020-08-26,2020,"CZO",131.2832034,"predawn",-0.503
"110","ABCO","A. concolor","ABCO_New_2_2","new",2020-08-26,2020,"CZO",131.2832034,"midday",-1.7505
"111","ABCO","A. concolor","ABCO_New_2_2","new",2020-10-19,2020,"SEKI",159.9327393,"predawn",-1.9015
"112","ABCO","A. concolor","ABCO_New_2_2","new",2020-10-19,2020,"SEKI",159.9327393,"midday",-2.394
"113","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-07-31,2021,"CZO",203.1806205,"predawn",-1.065
"114","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-07-31,2021,"CZO",203.1806205,"midday",-1.825
"115","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-08-20,2021,"CZO",159.1595407,"predawn",-1.445
"116","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-08-20,2021,"CZO",159.1595407,"midday",-2.04
"117","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-09-17,2021,"CZO",140.4497696,"predawn",-1.655
"118","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-09-17,2021,"CZO",140.4497696,"midday",-1.885
"119","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-10-17,2021,"CZO",140.3265107,"predawn",-1.36
"120","ABCO","A. concolor","ABCO_new_2_2.1","new",2021-10-17,2021,"CZO",140.3265107,"midday",-1.87
"121","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-07-31,2021,"CZO",202.282029,"predawn",-0.855
"122","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-07-31,2021,"CZO",202.282029,"midday",-1.793333333
"123","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-08-20,2021,"CZO",158.3967756,"predawn",-1.04
"124","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-08-20,2021,"CZO",158.3967756,"midday",-2.016666667
"125","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-09-17,2021,"CZO",133.5532933,"predawn",-1.34
"126","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-09-17,2021,"CZO",133.5532933,"midday",-1.865
"127","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-10-17,2021,"CZO",142.8093831,"predawn",-1.15
"128","ABCO","A. concolor","ABCO_new_2_2.2","new",2021-10-17,2021,"CZO",142.8093831,"midday",-1.955
"129","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-07-31,2021,"CZO",193.4981399,"predawn",-0.71
"130","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-07-31,2021,"CZO",193.4981399,"midday",-1.8
"131","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-08-20,2021,"CZO",183.5597331,"predawn",-1.08
"132","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-08-20,2021,"CZO",183.5597331,"midday",-1.89
"133","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-09-17,2021,"CZO",186.1346046,"predawn",-1.433333333
"134","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-09-17,2021,"CZO",186.1346046,"midday",-1.865
"135","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-10-17,2021,"CZO",165.8039517,"predawn",-1.275
"136","ABCO","A. concolor","ABCO_new_2_2.3","new",2021-10-17,2021,"CZO",165.8039517,"midday",-1.93
"137","ABCO","A. concolor","ABCO_new_2_2.4","new",2021-07-09,2021,"CZO",239.3787596,"predawn",-0.675
"138","ABCO","A. concolor","ABCO_new_2_2.4","new",2021-07-09,2021,"CZO",239.3787596,"midday",-1.97
"139","ABCO","A. concolor","ABCO_new_2_2.4","new",2021-07-31,2021,"CZO",160.1263334,"predawn",-1.125
"140","ABCO","A. concolor","ABCO_new_2_2.4","new",2021-07-31,2021,"CZO",160.1263334,"midday",-1.825
"141","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-07-09,2021,"CZO",242.5369686,"predawn",-1.36
"142","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-07-09,2021,"CZO",242.5369686,"midday",-1.92
"143","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-07-31,2021,"CZO",133.1894835,"predawn",-1.64
"144","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-07-31,2021,"CZO",133.1894835,"midday",-1.98
"145","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-08-20,2021,"CZO",131.3307393,"predawn",-1.76
"146","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-08-20,2021,"CZO",131.3307393,"midday",-2.115
"147","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-09-17,2021,"CZO",119.8367575,"predawn",-1.96
"148","ABCO","A. concolor","ABCO_new_2_2.5","new",2021-09-17,2021,"CZO",119.8367575,"midday",-1.97
"149","ABCO","A. concolor","ABCO_New_2_3","new",2020-08-04,2020,"CZO",195.9206412,"predawn",-0.615
"150","ABCO","A. concolor","ABCO_New_2_3","new",2020-08-04,2020,"CZO",195.9206412,"midday",-1.805
"151","ABCO","A. concolor","ABCO_New_2_3","new",2020-08-26,2020,"CZO",199.1485746,"predawn",-0.653
"152","ABCO","A. concolor","ABCO_New_2_3","new",2020-08-26,2020,"CZO",199.1485746,"midday",-1.877
"153","ABCO","A. concolor","ABCO_New_2_3","new",2020-10-19,2020,"SEKI",128.2792728,"predawn",-1.998
"154","ABCO","A. concolor","ABCO_New_2_3","new",2020-10-19,2020,"SEKI",128.2792728,"midday",-2.2435
"155","ABCO","A. concolor","ABCO_New_2_3","new",2020-10-19,2020,"SEKI",144.4046781,"predawn",-1.998
"156","ABCO","A. concolor","ABCO_New_2_3","new",2020-10-19,2020,"SEKI",144.4046781,"midday",-2.2435
"157","ABCO","A. concolor","ABCO_New_2_3","new",2020-10-19,2020,"SEKI",166.3814574,"predawn",-1.998
"158","ABCO","A. concolor","ABCO_New_2_3","new",2020-10-19,2020,"SEKI",166.3814574,"midday",-2.2435
"159","ABCO","A. concolor","ABCO_New_2_4","new",2020-08-04,2020,"CZO",88.42143311,"predawn",-0.805
"160","ABCO","A. concolor","ABCO_New_2_4","new",2020-08-04,2020,"CZO",88.42143311,"midday",-1.725
"161","ABCO","A. concolor","ABCO_New_2_4","new",2020-08-26,2020,"CZO",84.71023191,"predawn",-1.29
"162","ABCO","A. concolor","ABCO_New_2_4","new",2020-08-26,2020,"CZO",84.71023191,"midday",-1.796
"163","ABCO","A. concolor","ABCO_New_2_5","new",2020-08-04,2020,"CZO",129.6646052,"predawn",-0.865
"164","ABCO","A. concolor","ABCO_New_2_5","new",2020-08-04,2020,"CZO",129.6646052,"midday",-1.87
"165","ABCO","A. concolor","ABCO_New_2_5","new",2020-08-26,2020,"CZO",154.2216714,"predawn",-1.265
"166","ABCO","A. concolor","ABCO_New_2_5","new",2020-08-26,2020,"CZO",154.2216714,"midday",-1.727
"167","ABCO","A. concolor","ABCO_O_1_1.1","old",2021-04-24,2021,"CZO",117.7724041,"predawn",-0.775
"168","ABCO","A. concolor","ABCO_O_1_1.1","old",2021-04-24,2021,"CZO",117.7724041,"midday",-0.765
"169","ABCO","A. concolor","ABCO_O_1_1.2","old",2021-04-24,2021,"CZO",127.8647084,"predawn",-0.74
"170","ABCO","A. concolor","ABCO_O_1_1.2","old",2021-04-24,2021,"CZO",127.8647084,"midday",-0.97
"171","ABCO","A. concolor","ABCO_O_1_1.3","old",2021-04-24,2021,"CZO",115.9194827,"predawn",-0.635
"172","ABCO","A. concolor","ABCO_O_1_1.3","old",2021-04-24,2021,"CZO",115.9194827,"midday",-1.125
"173","ABCO","A. concolor","ABCO_O_1_1.4","old",2021-04-24,2021,"CZO",117.1928733,"predawn",-0.665
"174","ABCO","A. concolor","ABCO_O_1_1.4","old",2021-04-24,2021,"CZO",117.1928733,"midday",-0.935
"175","ABCO","A. concolor","ABCO_O_1_1.5","old",2021-04-24,2021,"CZO",126.9409766,"predawn",-0.625
"176","ABCO","A. concolor","ABCO_O_1_1.5","old",2021-04-24,2021,"CZO",126.9409766,"midday",-1.115
"177","ABCO","A. concolor","ABCO_O_1_1.6","old",2021-04-24,2021,"CZO",126.7246254,"predawn",-0.715
"178","ABCO","A. concolor","ABCO_O_1_1.6","old",2021-04-24,2021,"CZO",126.7246254,"midday",-0.89
"179","ABCO","A. concolor","ABCO_O_2_2.1","old",2021-04-24,2021,"CZO",123.9121829,"predawn",-0.93
"180","ABCO","A. concolor","ABCO_O_2_2.1","old",2021-04-24,2021,"CZO",123.9121829,"midday",-1.545
"181","ABCO","A. concolor","ABCO_O_2_2.2","old",2021-04-24,2021,"CZO",125.9093413,"predawn",-0.7
"182","ABCO","A. concolor","ABCO_O_2_2.2","old",2021-04-24,2021,"CZO",125.9093413,"midday",-0.815
"183","ABCO","A. concolor","ABCO_O_2_2.3","old",2021-04-24,2021,"CZO",117.1128028,"predawn",-0.77
"184","ABCO","A. concolor","ABCO_O_2_2.3","old",2021-04-24,2021,"CZO",117.1128028,"midday",-1.57
"185","ABCO","A. concolor","ABCO_O_2_2.4","old",2021-04-24,2021,"CZO",112.6673354,"predawn",-0.815
"186","ABCO","A. concolor","ABCO_O_2_2.4","old",2021-04-24,2021,"CZO",112.6673354,"midday",-1.56
"187","ABCO","A. concolor","ABCO_O_2_2.5","old",2021-04-24,2021,"CZO",112.9226181,"predawn",-1.095
"188","ABCO","A. concolor","ABCO_O_2_2.5","old",2021-04-24,2021,"CZO",112.9226181,"midday",-1.48
"189","ABCO","A. concolor","ABCO_Old_1_1","old",2020-08-04,2020,"CZO",136.2643268,"predawn",-0.58
"190","ABCO","A. concolor","ABCO_Old_1_1","old",2020-08-04,2020,"CZO",136.2643268,"midday",-1.7
"191","ABCO","A. concolor","ABCO_Old_1_1","old",2020-08-26,2020,"CZO",146.2693365,"predawn",-1.1435
"192","ABCO","A. concolor","ABCO_Old_1_1","old",2020-08-26,2020,"CZO",146.2693365,"midday",-1.9385
"193","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",134.831468,"predawn",-1.8885
"194","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",134.831468,"midday",-2.285
"195","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",134.831468,"predawn",-1.8885
"196","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",134.831468,"midday",-2.285
"197","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",149.7689864,"predawn",-1.8885
"198","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",149.7689864,"midday",-2.285
"199","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",149.7689864,"predawn",-1.8885
"200","ABCO","A. concolor","ABCO_Old_1_1","old",2020-10-19,2020,"SEKI",149.7689864,"midday",-2.285
"201","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-05-15,2021,"CZO",109.6013333,"predawn",-0.595
"202","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-05-15,2021,"CZO",109.6013333,"midday",-1.56
"203","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-06-16,2021,"CZO",113.5494922,"predawn",-0.86
"204","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-06-16,2021,"CZO",113.5494922,"midday",-2.17
"205","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-07-08,2021,"CZO",134.586799,"predawn",-0.835
"206","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-07-08,2021,"CZO",134.586799,"midday",-1.725
"207","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-07-30,2021,"CZO",140.1354188,"predawn",-0.9
"208","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-07-30,2021,"CZO",140.1354188,"midday",-2.05
"209","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-08-19,2021,"CZO",126.9074131,"predawn",-1.183333333
"210","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-08-19,2021,"CZO",126.9074131,"midday",-1.89
"211","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-09-16,2021,"CZO",125.4719451,"predawn",-1.55
"212","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-09-16,2021,"CZO",125.4719451,"midday",-1.86
"213","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-10-16,2021,"CZO",118.8754801,"predawn",-1.305
"214","ABCO","A. concolor","ABCO_old_1_1.1","old",2021-10-16,2021,"CZO",118.8754801,"midday",-1.885
"215","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-05-15,2021,"CZO",111.2280881,"predawn",-0.64
"216","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-05-15,2021,"CZO",111.2280881,"midday",-1.725
"217","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-06-16,2021,"CZO",107.0244153,"predawn",-0.813333333
"218","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-06-16,2021,"CZO",107.0244153,"midday",-1.96
"219","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-07-08,2021,"CZO",117.0055022,"predawn",-1.033333333
"220","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-07-08,2021,"CZO",117.0055022,"midday",-2.136666667
"221","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-08-19,2021,"CZO",133.7093559,"predawn",-1.6
"222","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-08-19,2021,"CZO",133.7093559,"midday",-2.045
"223","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-09-16,2021,"CZO",125.3250867,"predawn",-1.645
"224","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-09-16,2021,"CZO",125.3250867,"midday",-1.96
"225","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-10-16,2021,"CZO",144.0331076,"predawn",-1.415
"226","ABCO","A. concolor","ABCO_old_1_1.2","old",2021-10-16,2021,"CZO",144.0331076,"midday",-1.97
"227","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-05-15,2021,"CZO",100.5980322,"predawn",-0.43
"228","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-05-15,2021,"CZO",100.5980322,"midday",-0.795
"229","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-06-16,2021,"CZO",129.3575352,"predawn",-0.86
"230","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-06-16,2021,"CZO",129.3575352,"midday",-1.87
"231","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-07-08,2021,"CZO",130.8164042,"predawn",-0.955
"232","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-07-08,2021,"CZO",130.8164042,"midday",-1.896666667
"233","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-07-30,2021,"CZO",124.7024133,"predawn",-0.93
"234","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-07-30,2021,"CZO",124.7024133,"midday",-2.046666667
"235","ABCO","A. concolor","ABCO_old_1_1.3","old",2021-08-19,2021,"CZO",122.3345627,"predawn",-1.235
